Resolved
13/May/19 13:03
13/May/19 11:42
13/May/19 09:24
13/May/19 09:20
10/May/19 08:45
10/May/19 07:04
09/May/19 15:52
09/May/19 15:27
09/May/19 14:27
09/May/19 09:48
09/May/19 09:48
09/May/19 09:25
08/May/19 15:01
08/May/19 13:15
08/May/19 11:03
08/May/19 10:39
07/May/19 17:31
07/May/19 15:44
07/May/19 10:06
06/May/19 17:25
06/May/19 16:49
06/May/19 16:13
06/May/19 10:14
06/May/19 10:04
06/May/19 10:00
03/May/19 15:50
03/May/19 12:16
03/May/19 09:45
03/May/19 09:32
03/May/19 08:55
03/May/19 08:53
03/May/19 08:29
03/May/19 07:56
03/May/19 07:05
03/May/19 07:02
02/May/19 10:12
01/May/19 10:11
01/May/19 10:07
01/May/19 10:05
30/Apr/19 16:49
30/Apr/19 16:31
30/Apr/19 15:20
30/Apr/19 15:15
30/Apr/19 13:32
30/Apr/19 11:48
30/Apr/19 11:22
30/Apr/19 09:33
30/Apr/19 09:18
30/Apr/19 08:39
29/Apr/19 11:16
29/Apr/19 10:30
29/Apr/19 08:50
29/Apr/19 06:36
26/Apr/19 13:13
26/Apr/19 12:32
26/Apr/19 10:30
26/Apr/19 08:42
26/Apr/19 07:28
25/Apr/19 23:46
25/Apr/19 14:26
25/Apr/19 14:15
25/Apr/19 13:26
25/Apr/19 10:43
25/Apr/19 10:29
25/Apr/19 09:17
25/Apr/19 05:52
25/Apr/19 05:22
24/Apr/19 16:20
24/Apr/19 14:37
23/Apr/19 16:18
23/Apr/19 11:57
23/Apr/19 11:12
23/Apr/19 11:08
23/Apr/19 10:59
23/Apr/19 10:59
23/Apr/19 10:51
23/Apr/19 10:27
23/Apr/19 07:01
22/Apr/19 11:05
22/Apr/19 10:03
22/Apr/19 08:43
19/Apr/19 15:23
19/Apr/19 15:21
19/Apr/19 14:52
19/Apr/19 09:21
19/Apr/19 08:56
19/Apr/19 08:42
19/Apr/19 08:40
19/Apr/19 06:29
18/Apr/19 16:48
18/Apr/19 10:16
18/Apr/19 08:57
17/Apr/19 12:58
17/Apr/19 10:10
17/Apr/19 08:39
16/Apr/19 17:35
16/Apr/19 17:18
16/Apr/19 17:14
16/Apr/19 16:22
16/Apr/19 15:46
16/Apr/19 13:57
16/Apr/19 11:10
16/Apr/19 10:19
16/Apr/19 08:04
15/Apr/19 15:16
15/Apr/19 08:54
12/Apr/19 12:03
12/Apr/19 11:49
12/Apr/19 11:38
12/Apr/19 10:04
12/Apr/19 09:35
12/Apr/19 09:21
12/Apr/19 09:20
12/Apr/19 08:43
11/Apr/19 14:13
11/Apr/19 13:37
11/Apr/19 10:40
11/Apr/19 10:08
10/Apr/19 13:59
10/Apr/19 13:21
10/Apr/19 12:37
09/Apr/19 11:35
09/Apr/19 10:48
09/Apr/19 10:36
09/Apr/19 09:26
09/Apr/19 08:51
09/Apr/19 07:58
09/Apr/19 05:36
08/Apr/19 16:35
08/Apr/19 15:33
08/Apr/19 15:28
08/Apr/19 15:12
08/Apr/19 13:55
08/Apr/19 12:37
05/Apr/19 15:35
05/Apr/19 15:19
05/Apr/19 15:12
05/Apr/19 14:24
05/Apr/19 12:51
05/Apr/19 12:26
05/Apr/19 10:09
05/Apr/19 09:59
05/Apr/19 09:44
05/Apr/19 09:43
05/Apr/19 09:40
05/Apr/19 09:39
05/Apr/19 08:56
05/Apr/19 08:55
04/Apr/19 13:13
04/Apr/19 11:47
04/Apr/19 10:00
04/Apr/19 09:53
04/Apr/19 09:21
04/Apr/19 07:39
03/Apr/19 16:06
03/Apr/19 15:55
03/Apr/19 11:02
03/Apr/19 09:28
03/Apr/19 09:10
03/Apr/19 08:35
02/Apr/19 13:53
02/Apr/19 13:48
02/Apr/19 13:24
02/Apr/19 10:10
01/Apr/19 16:42
01/Apr/19 10:22
01/Apr/19 09:46
01/Apr/19 09:40
01/Apr/19 08:56
29/Mar/19 16:26
29/Mar/19 14:08
28/Mar/19 17:21
28/Mar/19 16:36
28/Mar/19 14:40
28/Mar/19 14:32
28/Mar/19 13:50
26/Mar/19 16:31
26/Mar/19 10:16
26/Mar/19 10:13
26/Mar/19 10:11
26/Mar/19 10:07
26/Mar/19 10:01
25/Mar/19 16:45
25/Mar/19 16:35
25/Mar/19 16:15
25/Mar/19 16:03
25/Mar/19 15:19
25/Mar/19 14:51
25/Mar/19 14:31
25/Mar/19 12:49
25/Mar/19 09:12
25/Mar/19 08:25
25/Mar/19 06:34
22/Mar/19 15:50
22/Mar/19 15:49
22/Mar/19 14:45
22/Mar/19 11:05
22/Mar/19 10:55
22/Mar/19 10:40
22/Mar/19 09:07
21/Mar/19 14:28
21/Mar/19 10:01
21/Mar/19 08:46
21/Mar/19 08:03
21/Mar/19 05:54
20/Mar/19 15:06
20/Mar/19 13:28
20/Mar/19 11:41
20/Mar/19 09:29
20/Mar/19 09:14
20/Mar/19 07:31
19/Mar/19 17:32
19/Mar/19 13:16
19/Mar/19 13:00
19/Mar/19 12:42
19/Mar/19 11:46
19/Mar/19 09:18
19/Mar/19 08:50
19/Mar/19 08:45
18/Mar/19 15:22
18/Mar/19 09:50
18/Mar/19 07:38
15/Mar/19 16:27
15/Mar/19 15:56
15/Mar/19 14:41
15/Mar/19 13:50
15/Mar/19 13:49
15/Mar/19 13:19
15/Mar/19 13:09
15/Mar/19 12:57
15/Mar/19 12:48
15/Mar/19 12:20
15/Mar/19 09:53
14/Mar/19 16:09
14/Mar/19 15:31
14/Mar/19 15:27
14/Mar/19 14:44
14/Mar/19 12:25
14/Mar/19 11:11
14/Mar/19 11:03
13/Mar/19 16:09
13/Mar/19 15:36
13/Mar/19 14:17
13/Mar/19 10:40
13/Mar/19 07:58
12/Mar/19 13:26
12/Mar/19 12:43
12/Mar/19 12:06
12/Mar/19 11:52
12/Mar/19 10:36
12/Mar/19 09:44
11/Mar/19 09:49
11/Mar/19 09:31
11/Mar/19 07:41
09/Mar/19 15:13
08/Mar/19 15:40
08/Mar/19 14:19
08/Mar/19 10:28
08/Mar/19 10:01
08/Mar/19 00:38
08/Mar/19 00:10
07/Mar/19 15:06
07/Mar/19 10:55
07/Mar/19 09:59
07/Mar/19 08:44
06/Mar/19 09:19
06/Mar/19 08:37
05/Mar/19 13:28
04/Mar/19 15:53
04/Mar/19 09:58
04/Mar/19 09:39
01/Mar/19 08:05
28/Feb/19 17:07
28/Feb/19 15:22
28/Feb/19 14:05
28/Feb/19 10:26
28/Feb/19 08:39
27/Feb/19 16:10
27/Feb/19 13:01
27/Feb/19 10:58
27/Feb/19 10:22
27/Feb/19 09:29
27/Feb/19 09:22
26/Feb/19 17:31
26/Feb/19 11:18
26/Feb/19 11:18
26/Feb/19 10:28
26/Feb/19 10:14
26/Feb/19 09:19
25/Feb/19 16:15
25/Feb/19 13:27
25/Feb/19 13:17
25/Feb/19 13:16
25/Feb/19 12:52
25/Feb/19 11:03
25/Feb/19 10:33
25/Feb/19 09:59
25/Feb/19 09:29
25/Feb/19 09:09
22/Feb/19 15:34
22/Feb/19 11:25
22/Feb/19 11:13
22/Feb/19 10:27
22/Feb/19 10:08
22/Feb/19 07:32
21/Feb/19 16:00
21/Feb/19 15:39
21/Feb/19 12:34
21/Feb/19 09:57
21/Feb/19 09:24
21/Feb/19 09:14
21/Feb/19 09:08
21/Feb/19 08:25
21/Feb/19 08:09
20/Feb/19 13:27
20/Feb/19 09:24
19/Feb/19 08:51
19/Feb/19 08:01
18/Feb/19 15:39
18/Feb/19 15:26
18/Feb/19 13:26
18/Feb/19 12:44
18/Feb/19 12:28
18/Feb/19 10:45
18/Feb/19 09:42
15/Feb/19 09:52
14/Feb/19 11:23
14/Feb/19 09:37
14/Feb/19 08:37
13/Feb/19 17:51
13/Feb/19 13:51
13/Feb/19 12:51
12/Feb/19 13:30
12/Feb/19 11:39
12/Feb/19 11:14
12/Feb/19 10:34
12/Feb/19 10:31
12/Feb/19 10:30
12/Feb/19 09:30
12/Feb/19 09:11
11/Feb/19 14:18
11/Feb/19 14:15
11/Feb/19 09:29
08/Feb/19 09:34
08/Feb/19 09:05
08/Feb/19 01:50
07/Feb/19 13:50
07/Feb/19 13:26
07/Feb/19 13:25
07/Feb/19 10:06
07/Feb/19 09:57
07/Feb/19 09:36
07/Feb/19 09:16
07/Feb/19 08:55
07/Feb/19 08:48
07/Feb/19 07:57
06/Feb/19 14:40
06/Feb/19 11:57
06/Feb/19 11:36
06/Feb/19 10:57
06/Feb/19 08:44
05/Feb/19 17:39
05/Feb/19 16:57
05/Feb/19 13:58
05/Feb/19 09:42
05/Feb/19 09:23
05/Feb/19 09:12
05/Feb/19 06:16
04/Feb/19 17:10
01/Feb/19 16:10
01/Feb/19 10:20
01/Feb/19 06:20
01/Feb/19 06:04
31/Jan/19 14:58
31/Jan/19 12:39
31/Jan/19 11:11
31/Jan/19 08:09
30/Jan/19 16:10
30/Jan/19 13:58
30/Jan/19 13:44
30/Jan/19 09:42
29/Jan/19 15:04
29/Jan/19 14:11
29/Jan/19 10:53
29/Jan/19 10:36
29/Jan/19 10:32
29/Jan/19 10:25
29/Jan/19 09:43
29/Jan/19 09:36
29/Jan/19 09:33
28/Jan/19 20:47
28/Jan/19 16:46
28/Jan/19 16:05
28/Jan/19 15:39
28/Jan/19 08:18
25/Jan/19 10:25
25/Jan/19 10:00
24/Jan/19 16:16
24/Jan/19 12:48
24/Jan/19 09:28
24/Jan/19 09:07
24/Jan/19 07:37
23/Jan/19 11:48
23/Jan/19 11:47
